,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low,
,,98,HURJA,237.9,1.8,0.76,240,242,236.3,"48,508.00",236.1,,98,HURJA,34.8,240,242,236.3,237.9,237.9,0,0,239.39,"48,508.00",236.1,"11,612,488.50",211,1.8,5.7,0.76,2.41,-0.63,258.18,247.5,312.1,204.6,
,,99,ICFC,611,-2,-0.33,612,614,610,"7,604.00",613,,99,ICFC,32.24,612,614,610,611,611,0,0,611.76,"7,604.00",613,"4,651,832.20",60,-2,4,-0.33,0.66,-0.12,634.91,637.55,715,580,
,,100,ICFCD88,"1,170.00",30,2.63,"1,165.00","1,170.00","1,165.00",125,"1,140.00",,100,ICFCD88,40.6,"1,165.00","1,170.00","1,165.00","1,170.00","1,170.00",0,0,"1,167.40",125,"1,140.00","145,925.00",3,30,5,2.63,0.43,0.22,"1,150.23","1,138.35","1,216.00","1,053.60",
,,101,ICFCD89,"1,101.00",7.8,0.71,"1,095.00","1,101.00","1,085.00",200,"1,093.20",,101,ICFCD89,42.49,"1,095.00","1,101.00","1,085.00","1,101.00","1,101.00",0,0,"1,095.63",200,"1,093.20","219,125.00",8,7.8,16,0.71,1.47,0.49,0,0,"1,140.00","1,020.00",
,,102,IGI,432,-5.5,-1.26,448,449.9,432,"3,670.00",437.5,,102,IGI,22.92,448,449.9,432,432,432,0,0,437.04,"3,670.00",437.5,"1,603,949.00",35,-5.5,17.9,-1.26,4.14,-1.17,441.38,434.91,564,392,
,,103,IHL,358,8,2.29,352,363,350,"5,772.00",350,,103,IHL,38.4,352,363,350,358,358,0,0,354.24,"5,772.00",350,"2,044,695.50",67,8,13,2.29,3.71,1.05,440.37,479.09,638,329,
,,104,ILBS,898,14.2,1.61,860,898,860,895,883.8,,104,ILBS,40.92,860,898,860,898,898,0,0,881.74,895,883.8,"789,157.40",18,14.2,38,1.61,4.42,1.81,936.68,976.77,"1,311.00",815,
,,105,ILI,416.3,-1.7,-0.41,418,425,415.1,"5,878.00",418,,105,ILI,26.14,418,425,415.1,416.3,416.3,0,0,418.53,"5,878.00",418,"2,460,141.50",216,-1.7,9.9,-0.41,2.38,-0.54,436.94,442.79,489.6,399,
,,106,JBBD87,"1,111.00",0,0,"1,111.00","1,111.00","1,111.00",50,"1,111.00",,106,JBBD87,19.66,"1,111.00","1,111.00","1,111.00","1,111.00","1,111.00",0,0,"1,111.00",50,"1,111.00","55,550.00",2,0,0,0,0,0,"1,117.97","1,100.86","1,289.00","1,048.50",
,,107,JBBL,343.8,-3.3,-0.95,346,353,343.6,"26,528.00",347.1,,107,JBBL,25.71,346,353,343.6,343.8,343.8,0,0,347.1,"26,528.00",347.1,"9,207,955.00",105,-3.3,9.4,-0.95,2.74,-0.96,353.72,345,395,295,
,,108,JBLB,"1,274.00",-8,-0.62,"1,260.00","1,290.00","1,260.00","2,776.00","1,282.00",,108,JBLB,27.11,"1,260.00","1,290.00","1,260.00","1,274.00","1,274.00",0,0,"1,277.49","2,776.00","1,282.00","3,546,316.70",83,-8,30,-0.62,2.38,-0.27,"1,299.71","1,343.87","1,644.00","1,219.90",
,,109,JFL,396,2,0.51,400,403,390,"3,464.00",394,,109,JFL,26.13,400,403,390,396,396,0,0,395.71,"3,464.00",394,"1,370,723.40",43,2,13,0.51,3.33,0.07,417.06,421.54,532,375,
,,110,JHAPA,"1,139.00",1,0.09,"1,122.00","1,171.00","1,122.00","3,132.00","1,138.00",,110,JHAPA,27.22,"1,122.00","1,171.00","1,122.00","1,139.00","1,139.00",0,0,"1,136.48","3,132.00","1,138.00","3,559,460.00",65,1,49,0.09,4.37,0.22,"1,384.40",0,"1,929.00",293.4,
,,111,JOSHI,285,2,0.71,283,292,278.1,"80,370.00",283,,111,JOSHI,49.01,283,292,278.1,285,285,0,0,287.3,"80,370.00",283,"23,090,052.40",346,2,13.9,0.71,5,-0.81,285.54,292.61,388.6,246,
,,112,JSLBB,990,-9,-0.9,991,"1,028.00",990,847,999,,112,JSLBB,26.49,991,"1,028.00",990,990,990,0,0,999.04,847,999,"846,187.00",15,-9,38,-0.9,3.84,-0.91,"1,102.01","1,127.78","1,419.00",941,
,,113,KAHL,537.1,-6.9,-1.27,541,576,533,"41,714.00",544,,113,KAHL,32.91,541,576,533,537.1,537.1,0,0,543.75,"41,714.00",544,"22,681,976.20","2,058",-6.9,43,-1.27,8.07,-1.24,0,0,613,295.4,
,,114,KBL,224.8,-0.2,-0.09,214,228,214,"437,791.00",225,,114,KBL,36.15,214,228,214,224.8,224.8,0,0,225.04,"437,791.00",225,"98,521,765.10",681,-0.2,14,-0.09,6.54,-0.11,214.23,203.65,256,175.5,
,,115,KBLD86,"1,266.50",-121,-8.72,"1,387.50","1,387.50","1,387.50",9,"1,387.50",,115,KBLD86,22.84,"1,387.50","1,387.50","1,387.50","1,266.50","1,266.50",0,0,"1,301.52",9,"1,387.50","11,713.70",4,-121,0,-8.72,0,-2.77,"1,161.57","1,122.78","1,387.50","1,096.30",
,,116,KBLD89,"1,275.00",20,1.59,"1,292.60","1,292.60","1,275.00",793,"1,255.00",,116,KBLD89,40.71,"1,292.60","1,292.60","1,275.00","1,275.00","1,275.00",0,0,"1,280.08",793,"1,255.00","1,015,105.40",5,20,17.6,1.59,1.38,-0.4,"1,240.24","1,210.95","1,379.00","1,200.00",
,,117,KBSH,940,-16,-1.67,951,965,935,"19,203.00",956,,117,KBSH,36.78,951,965,935,940,940,0,0,944.39,"19,203.00",956,"18,135,129.50",237,-16,30,-1.67,3.21,-0.47,"1,520.71","1,600.58","2,060.00",888.7,
,,118,KDBY,11.29,0.19,1.71,11.12,11.29,11.12,"71,200.00",11.1,,118,KDBY,43.27,11.12,11.29,11.12,11.29,11.29,0,0,11.22,"71,200.00",11.1,"798,992.50",14,0.19,0.17,1.71,1.53,0.6,10.94,10.43,12.54,8.67,
,,119,KDL,775,-10,-1.27,790,812.9,770,"1,312.00",785,,119,KDL,26.01,790,812.9,770,775,775,0,0,787.31,"1,312.00",785,"1,032,948.00",30,-10,42.9,-1.27,5.57,-1.59,844.89,850.36,"1,185.00",730,
,,120,KEF,10.4,0.1,0.97,10.34,10.7,10.34,"90,450.00",10.3,,120,KEF,26.4,10.34,10.7,10.34,10.4,10.4,0,0,10.5,"90,450.00",10.3,"950,095.00",33,0.1,0.36,0.97,3.48,-1,10.33,9.93,11.3,8.31,
,,121,KHPL,860,-10,-1.15,870,885,850.1,"10,196.00",870,,121,KHPL,21.94,870,885,850.1,860,860,0,0,859.64,"10,196.00",870,"8,764,893.20",216,-10,34.9,-1.15,4.11,0.04,0,0,"1,324.80",300,
,,122,KKHC,287,-4.4,-1.51,291.4,295,285.5,"117,485.00",291.4,,122,KKHC,42.9,291.4,295,285.5,287,287,0,0,291.37,"117,485.00",291.4,"34,232,056.10",346,-4.4,9.5,-1.51,3.33,-1.52,270.42,258.97,340.5,208,
,,123,KMCDB,777.9,11.5,1.5,750.1,789.7,750,"1,097.00",766.4,,123,KMCDB,35.85,750.1,789.7,750,777.9,777.9,0,0,764.89,"1,097.00",766.4,"839,084.90",25,11.5,39.7,1.5,5.29,1.67,879.32,927.58,"1,189.30",735,
,,124,KPCL,472,-3,-0.63,472,477.1,469.1,"6,263.00",475,,124,KPCL,43.93,472,477.1,469.1,472,472,0,0,470.02,"6,263.00",475,"2,943,753.70",38,-3,8,-0.63,1.71,0.42,501.37,518.65,658,450,
,,125,KSBBL,475,-3,-0.63,480,482,474.3,"30,231.00",478,,125,KSBBL,28.41,480,482,474.3,475,475,0,0,478.22,"30,231.00",478,"14,457,138.40",92,-3,7.7,-0.63,1.62,-0.68,479.35,466.24,555.9,404.1,
,,126,KSBBLD87,"1,192.20",-36.8,-2.99,"1,192.20","1,192.20","1,192.20",200,"1,229.00",,126,KSBBLD87,24.56,"1,192.20","1,192.20","1,192.20","1,192.20","1,192.20",0,0,"1,192.20",200,"1,229.00","238,440.00",4,-36.8,0,-2.99,0,0,"1,107.54","1,091.14","1,229.00","1,044.40",
,,127,KSY,9.85,0.06,0.61,9.54,10.08,9.54,"706,646.00",9.79,,127,KSY,39.75,9.54,10.08,9.54,9.85,9.85,0,0,10.08,"706,646.00",9.79,"7,120,970.80",14,0.06,0.54,0.61,5.66,-2.31,9.67,9.43,10.26,8.21,
,,128,LBBL,497,1,0.2,499,500,494,"19,051.00",496,,128,LBBL,23.49,499,500,494,497,497,0,0,497.45,"19,051.00",496,"9,476,913.20",83,1,6,0.2,1.21,-0.09,490.21,483.92,638,433,
,,129,LBBLD89,"1,251.40",-38.7,-3,"1,251.40","1,251.40","1,251.40",25,"1,290.10",,129,LBBLD89,24.02,"1,251.40","1,251.40","1,251.40","1,251.40","1,251.40",0,0,"1,251.40",25,"1,290.10","31,285.00",1,-38.7,0,-3,0,0,"1,244.67","1,226.24","1,346.00","1,189.00",
,,130,LEC,225.1,-0.8,-0.35,229.9,229.9,225,"79,082.00",225.9,,130,LEC,30.47,229.9,229.9,225,225.1,225.1,0,0,225.89,"79,082.00",225.9,"17,864,101.30",181,-0.8,4.9,-0.35,2.18,-0.35,226.96,217.79,276,180,
,,131,LICN,790,2.1,0.27,805,805,782.1,"5,019.00",787.9,,131,LICN,32.4,805,805,782.1,790,790,0,0,783.76,"5,019.00",787.9,"3,933,677.10",34,2.1,22.9,0.27,2.93,0.79,821.27,841.43,969,763,
,,132,LLBS,893,-2,-0.22,900,900,893,170,895,,132,LLBS,31.89,900,900,893,893,893,0,0,897.94,170,895,"152,650.00",3,-2,7,-0.22,0.78,-0.55,957.59,963.88,"1,205.00",819.4,
,,133,LSL,229.4,1,0.44,217,232.1,217,"206,249.00",228.4,,133,LSL,32.36,217,232.1,217,229.4,229.4,0,0,230.44,"206,249.00",228.4,"47,527,444.70",315,1,15.1,0.44,6.96,-0.45,218.87,220.02,250,203,
,,134,LUK,10.5,0.3,2.94,10.25,10.5,10.25,"6,100.00",10.2,,134,LUK,42.16,10.25,10.5,10.25,10.5,10.5,0,0,10.38,"6,100.00",10.2,"63,319.00",6,0.3,0.25,2.94,2.44,1.14,10.01,9.8,11.97,8.97,
,,135,LVF2,10.14,0.28,2.84,9.57,10.15,9.57,"1,600.00",9.86,,135,LVF2,37.63,9.57,10.15,9.57,10.14,10.14,0,0,10.09,"1,600.00",9.86,"16,140.00",5,0.28,0.58,2.84,6.06,0.52,9.81,9.62,11.2,8.76,
,,136,MABEL,599.8,-3.2,-0.53,604,618,593.6,"7,224.00",603,,136,MABEL,28.25,604,618,593.6,599.8,599.8,0,0,607.09,"7,224.00",603,"4,385,599.90",125,-3.2,24.4,-0.53,4.11,-1.21,696.67,0,927,317.7,
,,137,MAKAR,439.9,-0.1,-0.02,443,443.4,438.2,"9,267.00",440,,137,MAKAR,35.34,443,443.4,438.2,439.9,439.9,0,0,441.09,"9,267.00",440,"4,087,596.00",70,-0.1,5.2,-0.02,1.19,-0.27,503.37,520.85,670,427.5,
,,138,MANDU,801,-14,-1.72,815,815,800,"2,241.00",815,,138,MANDU,26.33,815,815,800,801,801,0,0,802.6,"2,241.00",815,"1,798,615.40",53,-14,15,-1.72,1.88,-0.2,821.02,815.43,920,766,
,,139,MATRI,834,4,0.48,811,834,811,278,830,,139,MATRI,31.71,811,834,811,834,834,0,0,823.35,278,830,"228,890.90",17,4,23,0.48,2.84,1.28,915.93,937.29,"1,221.10",786.3,
,,140,MBJC,268.9,1.9,0.71,267,274,265.7,"18,771.00",267,,140,MBJC,29.46,267,274,265.7,268.9,268.9,0,0,268.32,"18,771.00",267,"5,036,630.50",239,1.9,8.3,0.71,3.12,0.22,287.87,286.52,333,261.1,
,,141,MBL,261,1.8,0.69,246.5,264.4,246.5,"173,570.00",259.2,,141,MBL,35.36,246.5,264.4,246.5,261,261,0,0,261.51,"173,570.00",259.2,"45,390,834.00",274,1.8,17.9,0.69,7.26,-0.2,247.51,238.3,284,205,
,,142,MBLEF,10.01,-0.09,-0.89,9.82,10.28,9.8,"1,700.00",10.1,,142,MBLEF,19.22,9.82,10.28,9.8,10.01,10.01,0,0,9.92,"1,700.00",10.1,"16,870.00",12,-0.09,0.48,-0.89,4.9,0.86,10.13,9.85,10.8,8.63,
,,143,MCHL,283.9,0.1,0.04,280,283.9,280,974,283.8,,143,MCHL,36.79,280,283.9,280,283.9,283.9,0,0,281.72,974,283.8,"274,390.80",31,0.1,3.9,0.04,1.39,0.77,351.09,389.05,553,262,
,,144,MDB,588.5,2.5,0.43,595,595,584,"2,478.00",586,,144,MDB,22.73,595,595,584,588.5,588.5,0,0,586.23,"2,478.00",586,"1,452,685.00",17,2.5,11,0.43,1.88,0.39,611.42,603.45,705.8,530.5,
,,145,MEHL,299.9,-2.1,-0.7,304,305,297.1,"2,855.00",302,,145,MEHL,30.73,304,305,297.1,299.9,299.9,0,0,299.12,"2,855.00",302,"853,998.50",53,-2.1,7.9,-0.7,2.66,0.26,393.24,407.27,519,290,
,,146,MEL,217.8,-1.1,-0.5,214.1,219.5,214.1,"3,248.00",218.9,,146,MEL,21.99,214.1,219.5,214.1,217.8,217.8,0,0,217.83,"3,248.00",218.9,"707,527.40",106,-1.1,5.4,-0.5,2.52,-0.02,254.69,263.02,328,203.8,
,,147,MEN,602,6.5,1.09,601,605,597,"50,652.00",595.5,,147,MEN,33.7,601,605,597,602,602,0,0,600.83,"50,652.00",595.5,"30,433,273.00",277,6.5,8,1.09,1.34,0.19,594.44,596.42,683.4,535,
,,148,MERO,672.1,0.9,0.13,676,680.8,670.1,"3,192.00",671.2,,148,MERO,31.44,676,680.8,670.1,672.1,672.1,0,0,672.7,"3,192.00",671.2,"2,147,265.50",36,0.9,10.7,0.13,1.6,-0.09,724.02,734.54,915,655,
,,149,MFIL,784.8,-3.2,-0.41,762,810,762,"16,938.00",788,,149,MFIL,24.19,762,810,762,784.8,784.8,0,0,781.15,"16,938.00",788,"13,231,099.70",72,-3.2,48,-0.41,6.3,0.47,798.77,758.34,938,545,
,,150,MHCL,318,0.1,0.03,317.9,326.9,311,"11,004.00",317.9,,150,MHCL,27.38,317.9,326.9,311,318,318,0,0,315.9,"11,004.00",317.9,"3,476,117.80",124,0.1,15.9,0.03,5.11,0.66,354,368.06,488,301,
,,151,MHL,476,-1.8,-0.38,481,482,468.4,"1,866.00",477.8,,151,MHL,22.3,481,482,468.4,476,476,0,0,474.46,"1,866.00",477.8,"885,344.60",39,-1.8,13.6,-0.38,2.9,0.32,505.77,501.21,612,445,
,,152,MHNL,240.9,-1.1,-0.45,239.2,243.9,238.2,"16,325.00",242,,152,MHNL,27.31,239.2,243.9,238.2,240.9,240.9,0,0,239.47,"16,325.00",242,"3,909,386.50",57,-1.1,5.7,-0.45,2.39,0.59,265.72,260.65,324,223,
,,153,MKCL,"1,105.00",-15,-1.34,"1,100.00","1,125.00","1,091.00","1,754.00","1,120.00",,153,MKCL,26.66,"1,100.00","1,125.00","1,091.00","1,105.00","1,105.00",0,0,"1,102.56","1,754.00","1,120.00","1,933,884.50",52,-15,34,-1.34,3.12,0.22,"1,275.62","1,315.93","1,839.40","1,043.00",
,,154,MKHC,286,1,0.35,285,290,285,"2,648.00",285,,154,MKHC,24.96,285,290,285,286,286,0,0,286.5,"2,648.00",285,"758,646.10",44,1,5,0.35,1.75,-0.17,321.66,338.06,483,275,
,,155,MKHL,502,-2,-0.4,495,504,495,"5,048.00",504,,155,MKHL,42.71,495,504,495,502,502,0,0,500.37,"5,048.00",504,"2,525,891.30",46,-2,9,-0.4,1.82,0.32,632.93,688.22,915,457,
,,156,MKJC,466,3.4,0.73,462.6,475,457.2,"5,108.00",462.6,,156,MKJC,26.36,462.6,475,457.2,466,466,0,0,465.22,"5,108.00",462.6,"2,376,321.50",32,3.4,17.8,0.73,3.89,0.17,502.16,513.11,635,434.1,
,,157,MLBBL,"1,139.00",-3,-0.26,"1,150.00","1,150.00","1,130.10","1,217.00","1,142.00",,157,MLBBL,28.11,"1,150.00","1,150.00","1,130.10","1,139.00","1,139.00",0,0,"1,136.98","1,217.00","1,142.00","1,383,705.90",29,-3,19.9,-0.26,1.76,0.18,"1,242.17","1,312.84","1,683.00","1,076.70",
,,158,MLBL,356.2,-0.8,-0.22,359.8,364.9,356.1,"17,873.00",357,,158,MLBL,28.09,359.8,364.9,356.1,356.2,356.2,0,0,359.43,"17,873.00",357,"6,424,057.10",84,-0.8,8.8,-0.22,2.47,-0.91,368.74,371.66,432,340.1,
,,159,MLBLD89,"1,279.00",-1.4,-0.11,"1,242.00","1,279.00","1,242.00",250,"1,280.40",,159,MLBLD89,27.33,"1,242.00","1,279.00","1,242.00","1,279.00","1,279.00",0,0,"1,256.80",250,"1,280.40","314,200.00",4,-1.4,37,-0.11,2.98,1.74,"1,229.41",0,"1,350.00","1,196.50",
,,160,MLBS,"1,158.00",-1,-0.09,"1,200.00","1,200.00","1,146.00",260,"1,159.00",,160,MLBS,37.18,"1,200.00","1,200.00","1,146.00","1,158.00","1,158.00",0,0,"1,163.42",260,"1,159.00","302,490.00",14,-1,54,-0.09,4.71,-0.47,"1,317.76","1,379.05","1,796.90","1,113.00",
,,161,MLBSL,"1,615.00",-38,-2.3,"1,700.00","1,751.00","1,615.00",607,"1,653.00",,161,MLBSL,27.15,"1,700.00","1,751.00","1,615.00","1,615.00","1,615.00",0,0,"1,666.94",607,"1,653.00","1,011,834.50",28,-38,136,-2.3,8.42,-3.22,"1,816.82","1,872.04","2,360.00","1,615.00",
,,162,MMF1,9.17,0.02,0.22,8.9,9.17,8.9,"103,081.00",9.15,,162,MMF1,30.17,8.9,9.17,8.9,9.17,9.17,0,0,9.06,"103,081.00",9.15,"933,472.00",30,0.02,0.27,0.22,3.03,1.25,9.51,9.22,10.16,8.22,
,,163,MMKJL,481.7,-2.3,-0.48,480,482,475,"2,117.00",484,,163,MMKJL,24.1,480,482,475,481.7,481.7,0,0,476.57,"2,117.00",484,"1,008,891.00",42,-2.3,7,-0.48,1.47,1.07,521.6,548.61,699.9,429.1,
,,164,MNBBL,371.3,0.6,0.16,375,375,370.5,"25,745.00",370.7,,164,MNBBL,26.64,375,375,370.5,371.3,371.3,0,0,372.33,"25,745.00",370.7,"9,585,638.40",159,0.6,4.5,0.16,1.21,-0.28,373.34,367.15,477,340.1,
,,165,MNMF1,9.71,0.11,1.15,9.6,9.71,9.6,"2,900.00",9.6,,165,MNMF1,23.08,9.6,9.71,9.6,9.71,9.71,0,0,9.66,"2,900.00",9.6,"28,022.00",16,0.11,0.11,1.15,1.15,0.49,9.82,9.55,10.4,8.53,
,,166,MPFL,612.5,-7.2,-1.16,625,629.6,612.5,"5,730.00",619.7,,166,MPFL,24.43,625,629.6,612.5,612.5,612.5,0,0,618.8,"5,730.00",619.7,"3,545,698.00",29,-7.2,17.1,-1.16,2.79,-1.03,634.55,616.92,744,491,
,,167,MSHL,612,-8.5,-1.37,607,612,606.4,577,620.5,,167,MSHL,25.53,607,612,606.4,612,612,0,0,609.6,577,620.5,"351,740.70",14,-8.5,5.6,-1.37,0.92,0.39,717.85,771.27,955,576,
,,168,MSLB,"1,317.00",88,7.16,"1,250.00","1,318.00","1,250.00","22,297.00","1,229.00",,168,MSLB,49.01,"1,250.00","1,318.00","1,250.00","1,317.00","1,317.00",0,0,"1,282.99","22,297.00","1,229.00","28,606,817.00",308,88,68,7.16,5.44,2.58,"1,275.92","1,309.91","1,710.00","1,089.90",
,,169,NABBC,795.4,10.2,1.3,799,832,795,"30,482.00",785.2,,169,NABBC,36.09,799,832,795,795.4,795.4,0,0,797.65,"30,482.00",785.2,"24,314,004.30",90,10.2,37,1.3,4.65,-0.28,"1,115.88","1,112.37","1,835.00",662,
,,170,NABIL,557.1,1.1,0.2,528.2,568,528.2,"53,226.00",556,,170,NABIL,27.99,528.2,568,528.2,557.1,557.1,0,0,559.53,"53,226.00",556,"29,781,333.10",510,1.1,39.8,0.2,7.54,-0.44,526.58,518.01,568,471,
,,171,NABILD2089,"1,050.00",-6,-0.57,"1,025.00","1,050.00","1,025.00",550,"1,056.00",,171,NABILD2089,26.04,"1,025.00","1,050.00","1,025.00","1,050.00","1,050.00",0,0,"1,028.67",550,"1,056.00","565,770.00",11,-6,25,-0.57,2.44,2.03,"1,081.44",0,"1,154.00","1,000.00",
,,172,NADEP,740,13,1.79,748.8,748.8,725,749,727,,172,NADEP,26.41,748.8,748.8,725,740,740,0,0,727.77,749,727,"545,098.00",17,13,23.8,1.79,3.28,1.65,762.52,770.55,998,696,
,,173,NBF2,10.14,0.24,2.42,9.92,10.14,9.92,400,9.9,,173,NBF2,18.72,9.92,10.14,9.92,10.14,10.14,0,0,9.98,400,9.9,"3,990.00",3,0.24,0.22,2.42,2.22,1.63,9.96,9.76,10.95,8.89,
,,174,NBF3,9.93,0.05,0.51,9.62,9.93,9.61,"20,900.00",9.88,,174,NBF3,43.23,9.62,9.93,9.61,9.93,9.93,0,0,9.62,"20,900.00",9.88,"201,121.00",28,0.05,0.32,0.51,3.33,3.09,9.88,9.62,10.67,8.35,
,,175,NBL,272,1.7,0.63,257,273,257,"97,552.00",270.3,,175,NBL,42.69,257,273,257,272,272,0,0,270.59,"97,552.00",270.3,"26,396,444.20",263,1.7,16,0.63,6.23,0.52,265.32,257.77,302.9,225.4,
,,176,NESDO,"1,490.00",-5,-0.33,"1,470.00","1,500.00","1,466.00",202,"1,495.00",,176,NESDO,27.4,"1,470.00","1,500.00","1,466.00","1,490.00","1,490.00",0,0,"1,476.13",202,"1,495.00","298,177.50",15,-5,34,-0.33,2.32,0.93,"1,545.20","1,533.41","1,840.00","1,380.10",
,,177,NFS,571.6,-4.4,-0.76,600,600,571.6,"5,830.00",576,,177,NFS,33.41,600,600,571.6,571.6,571.6,0,0,577.79,"5,830.00",576,"3,368,510.00",67,-4.4,28.4,-0.76,4.97,-1.08,607.06,619.17,851,550,
,,178,NGPL,407.2,-0.9,-0.22,400,413,400,"56,271.00",408.1,,178,NGPL,22.72,400,413,400,407.2,407.2,0,0,408.99,"56,271.00",408.1,"23,014,549.10",237,-0.9,13,-0.22,3.25,-0.44,436.71,422.59,502,343,
,,179,NHDL,643,-4,-0.62,649,649,632.1,"1,093.00",647,,179,NHDL,35.33,649,649,632.1,643,643,0,0,640.79,"1,093.00",647,"700,380.90",26,-4,16.9,-0.62,2.67,0.34,645.33,660.69,796,606.3,
,,180,NHPC,273.2,3.8,1.41,261.4,279,261.4,"270,002.00",269.4,,180,NHPC,40.51,261.4,279,261.4,273.2,273.2,0,0,275.04,"270,002.00",269.4,"74,262,194.70",640,3.8,17.6,1.41,6.73,-0.67,273.16,246.44,340,178.6,
,,181,NIBD84,"1,040.00",-10,-0.95,"1,040.00","1,040.00","1,040.00",25,"1,050.00",,181,NIBD84,23.25,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",0,0,"1,040.00",25,"1,050.00","26,000.00",1,-10,0,-0.95,0,0,"1,055.34","1,050.68","1,130.00","1,013.70",
,,182,NIBLGF,9.75,0.15,1.56,9.65,9.75,9.65,"55,000.00",9.6,,182,NIBLGF,53.11,9.65,9.75,9.65,9.75,9.75,0,0,9.66,"55,000.00",9.6,"531,250.00",2,0.15,0.1,1.56,1.04,0.93,9.51,9.22,11.81,8.24,
,,183,NIBLSTF,8.7,0.08,0.93,8.41,9.13,8.22,"63,800.00",8.62,,183,NIBLSTF,36.19,8.41,9.13,8.22,8.7,8.7,0,0,8.93,"63,800.00",8.62,"569,587.50",24,0.08,0.91,0.93,11.07,-2.62,9.19,8.97,10.85,8.02,
,,184,NIBSF2,8.81,0.01,0.11,8.8,8.9,8.56,"2,910.00",8.8,,184,NIBSF2,26.76,8.8,8.9,8.56,8.81,8.81,0,0,8.81,"2,910.00",8.8,"25,641.50",9,0.01,0.34,0.11,3.97,-0.02,9.25,9,11.13,8.1,
,,185,NICA,337.9,1.8,0.54,320,356.3,320,"49,827.00",336.1,,185,NICA,26.6,320,356.3,320,337.9,337.9,0,0,336.7,"49,827.00",336.1,"16,776,771.00",261,1.8,36.3,0.54,11.34,0.36,347.61,340.5,411,304.5,
,,186,NICAD2091,"1,031.00",-13.1,-1.25,"1,031.00","1,031.00","1,031.00",50,"1,044.10",,186,NICAD2091,17.38,"1,031.00","1,031.00","1,031.00","1,031.00","1,031.00",0,0,"1,031.00",50,"1,044.10","51,550.00",1,-13.1,0,-1.25,0,0,"1,064.33",0,"1,106.00","1,005.20",
,,187,NICBF,9.4,-0.1,-1.05,9.4,9.4,9.4,500,9.5,,187,NICBF,36.77,9.4,9.4,9.4,9.4,9.4,0,0,9.4,500,9.5,"4,700.00",1,-0.1,0,-1.05,0,0,9.47,9.31,11.2,8.45,
,,188,NICD88,"1,100.00",0,0,"1,085.00","1,100.00","1,085.00",75,"1,100.00",,188,NICD88,32.37,"1,085.00","1,100.00","1,085.00","1,100.00","1,100.00",0,0,"1,095.00",75,"1,100.00","82,125.00",2,0,15,0,1.38,0.45,"1,075.29","1,062.99","1,153.00","1,019.20",
,,189,NICFC,9.34,0.24,2.64,9.02,9.34,9.01,"11,200.00",9.1,,189,NICFC,26.33,9.02,9.34,9.01,9.34,9.34,0,0,9.03,"11,200.00",9.1,"101,110.00",14,0.24,0.33,2.64,3.66,3.34,9.35,9.19,10.4,8.37,
,,190,NICGF2,9.25,0.21,2.32,9.08,9.25,9.08,"10,900.00",9.04,,190,NICGF2,26.73,9.08,9.25,9.08,9.25,9.25,0,0,9.24,"10,900.00",9.04,"100,729.00",9,0.21,0.17,2.32,1.87,0.1,9.42,9.23,10.13,8.33,
,,191,NICL,508,1,0.2,507,513.9,505,"7,848.00",507,,191,NICL,31.39,507,513.9,505,508,508,0,0,506.92,"7,848.00",507,"3,978,328.50",45,1,8.9,0.2,1.76,0.21,511.06,512.21,671,475,
,,192,NICLBSL,559,1,0.18,560,570,556,"8,118.00",558,,192,NICLBSL,29.54,560,570,556,559,559,0,0,562.51,"8,118.00",558,"4,566,418.60",90,1,14,0.18,2.52,-0.63,576.12,571.54,717,527,
,,193,NICSF,9,0,0,8.75,9.11,8.75,"350,000.00",9,,193,NICSF,38.92,8.75,9.11,8.75,9,9,0,0,9.08,"350,000.00",9,"3,178,180.00",14,0,0.36,0,4.11,-0.89,9.27,9.06,9.99,8.04,
,,194,NIFRA,247,-2.1,-0.84,248.1,252,247,"76,079.00",249.1,,194,NIFRA,28.62,248.1,252,247,247,247,0,0,248.39,"76,079.00",249.1,"18,897,183.70",425,-2.1,5,-0.84,2.02,-0.56,263.05,265.08,302,240,
,,195,NIFRAGED,"1,026.20",0.2,0.02,"1,026.00","1,026.20","1,026.00",75,"1,026.00",,195,NIFRAGED,31.66,"1,026.00","1,026.20","1,026.00","1,026.20","1,026.20",0,0,"1,026.13",75,"1,026.00","76,960.00",3,0.2,0.2,0.02,0.02,0.01,"1,042.68","1,027.34","1,200.20",948,
,,196,NIFRAUR85/86,"1,033.00",-0.2,-0.02,"1,033.00","1,033.00","1,033.00",30,"1,033.20",,196,NIFRAUR85/86,35.89,"1,033.00","1,033.00","1,033.00","1,033.00","1,033.00",0,0,"1,033.00",30,"1,033.20","30,990.00",1,-0.2,0,-0.02,0,0,"1,003.11",0,"1,128.00",990,
,,197,NIL,624,4,0.65,620,630,616,"10,157.00",620,,197,NIL,36.49,620,630,616,624,624,0,0,621.2,"10,157.00",620,"6,309,575.30",46,4,14,0.65,2.27,0.45,629.11,623.13,743,562,
