,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low,
,,50,DORDI,254.9,1.4,0.55,253,258.2,253,"26,385.00",253.5,,50,DORDI,28.07,253,258.2,253,254.9,254.9,0,0,255.76,"26,385.00",253.5,"6,748,154.10",144,1.4,5.2,0.55,2.06,-0.34,275.73,272.05,327.4,213.1,
,,51,EBL,730,1.4,0.19,728.6,735,728.1,"29,414.00",728.6,,51,EBL,32.31,728.6,735,728.1,730,730,0,0,731.25,"29,414.00",728.6,"21,509,003.30",226,1.4,6.9,0.19,0.95,-0.17,698.66,682.34,780.6,619,
,,52,EBLD85,"1,132.10",2.1,0.19,"1,130.00","1,154.50","1,107.20",417,"1,130.00",,52,EBLD85,24.06,"1,130.00","1,154.50","1,107.20","1,132.10","1,132.10",0,0,"1,145.94",417,"1,130.00","477,858.10",16,2.1,47.3,0.19,4.27,-1.22,"1,165.11","1,156.51","1,250.00","1,097.00",
,,53,EBLD86,"1,081.00",-19.1,-1.74,"1,081.00","1,081.00","1,081.00",25,"1,100.10",,53,EBLD86,24.14,"1,081.00","1,081.00","1,081.00","1,081.00","1,081.00",0,0,"1,081.00",25,"1,100.10","27,025.00",1,-19.1,0,-1.74,0,0,"1,091.32","1,078.00","1,150.00","1,022.00",
,,54,EBLD91,"1,060.00",-4,-0.38,"1,050.00","1,060.00","1,050.00",125,"1,064.00",,54,EBLD91,35.15,"1,050.00","1,060.00","1,050.00","1,060.00","1,060.00",0,0,"1,055.80",125,"1,064.00","131,975.00",4,-4,10,-0.38,0.95,0.4,"1,088.54","1,088.08","1,142.40",994.4,
,,55,ECL,"1,505.60",196.3,14.99,"1,374.70","1,505.60","1,374.70","73,580.00","1,309.30",,55,ECL,32.35,"1,374.70","1,505.60","1,374.70","1,505.60","1,505.60",0,0,"1,449.19","73,580.00","1,309.30","106,631,113.00","7,120",196.3,130.9,14.99,9.52,3.75,0,0,"1,505.60",296.6,
,,56,EDBL,583,4,0.69,580,591.2,580,"17,637.00",579,,56,EDBL,41.58,580,591.2,580,583,583,0,0,584.21,"17,637.00",579,"10,303,690.20",40,4,11.2,0.69,1.93,-0.21,584.47,588.19,683.4,545,
,,57,EHPL,346.3,6.2,1.82,348.9,358.4,341.5,"8,105.00",340.1,,57,EHPL,32.86,348.9,358.4,341.5,346.3,346.3,0,0,346.36,"8,105.00",340.1,"2,807,248.30",91,6.2,16.9,1.82,4.95,-0.02,396.14,404.63,654,318.3,
,,58,ENL,813,-1.5,-0.18,805,824,798.4,672,814.5,,58,ENL,32.56,805,824,798.4,813,813,0,0,804.92,672,814.5,"540,907.10",14,-1.5,25.6,-0.18,3.21,0.99,886.89,895.28,"1,120.00",762,
,,59,FMDBL,772.7,2.7,0.35,783,783,765.2,"3,091.00",770,,59,FMDBL,37.06,783,783,765.2,772.7,772.7,0,0,769.41,"3,091.00",770,"2,378,246.10",26,2.7,17.8,0.35,2.33,0.43,799.17,806.05,982,730,
,,60,FOWAD,965,0.1,0.01,977,977,950,"1,326.00",964.9,,60,FOWAD,41.18,977,977,950,965,965,0,0,957.15,"1,326.00",964.9,"1,269,181.10",36,0.1,27,0.01,2.84,0.81,"1,061.07","1,072.41","1,364.00",933,
,,61,GBBD85,"1,080.00",17,1.6,"1,052.00","1,080.00","1,052.00",215,"1,063.00",,61,GBBD85,40.74,"1,052.00","1,080.00","1,052.00","1,080.00","1,080.00",0,0,"1,076.74",215,"1,063.00","231,500.00",2,17,28,1.6,2.66,0.3,"1,085.83","1,084.56","1,135.00","1,033.00",
,,62,GBBL,419,-1,-0.24,421,421,416.1,"15,862.00",420,,62,GBBL,27.44,421,421,416.1,419,419,0,0,418.35,"15,862.00",420,"6,635,867.80",85,-1,4.9,-0.24,1.18,0.16,411.4,403,459,367.4,
,,63,GBIME,262.2,0.2,0.08,250,267,250,"738,612.00",262,,63,GBIME,41.91,250,267,250,262.2,262.2,0,0,263.97,"738,612.00",262,"194,968,821.60","1,239",0.2,17,0.08,6.8,-0.67,238.57,235.02,267.8,218.9,
,,64,GBIMESY2,9.3,0.05,0.54,9.25,9.5,9.01,"10,600.00",9.25,,64,GBIMESY2,28.49,9.25,9.5,9.01,9.3,9.3,0,0,9.14,"10,600.00",9.25,"96,931.00",14,0.05,0.49,0.54,5.44,1.67,9.4,9.27,10.78,8.5,
,,65,GBLBS,752,4,0.53,759.9,759.9,736.7,"1,930.00",748,,65,GBLBS,26.63,759.9,759.9,736.7,752,752,0,0,741.98,"1,930.00",748,"1,432,016.00",35,4,23.2,0.53,3.15,1.33,769.06,773.59,886,698,
,,66,GCIL,355.1,-3.9,-1.09,367.5,367.5,355.1,"15,333.00",359,,66,GCIL,25.43,367.5,367.5,355.1,355.1,355.1,0,0,357.25,"15,333.00",359,"5,477,787.70",151,-3.9,12.4,-1.09,3.49,-0.61,407.12,415.27,530,315.5,
,,67,GFCL,610,-3.1,-0.51,620,620,610,"3,702.00",613.1,,67,GFCL,27.24,620,620,610,610,610,0,0,613.25,"3,702.00",613.1,"2,270,259.00",37,-3.1,10,-0.51,1.64,-0.53,639.07,628.81,738,528.3,
,,68,GHL,227.7,0.9,0.4,227.3,231,225.3,"17,585.00",226.8,,68,GHL,24.24,227.3,231,225.3,227.7,227.7,0,0,228.23,"17,585.00",226.8,"4,013,473.80",79,0.9,5.7,0.4,2.53,-0.23,239.82,231.66,290,197.1,
,,69,GIBF1,10.9,0.04,0.37,10.86,10.9,10.69,"12,900.00",10.86,,69,GIBF1,39.75,10.86,10.9,10.69,10.9,10.9,0,0,10.71,"12,900.00",10.86,"138,163.00",9,0.04,0.21,0.37,1.96,1.74,10.82,10.63,11.67,9.3,
,,70,GILB,"1,100.00",0,0,"1,105.10","1,109.90","1,092.00","1,993.00","1,100.00",,70,GILB,42.43,"1,105.10","1,109.90","1,092.00","1,100.00","1,100.00",0,0,"1,092.80","1,993.00","1,100.00","2,177,946.80",18,0,17.9,0,1.64,0.65,"1,131.11","1,159.52","1,441.60","1,020.10",
,,71,GLBSL,"1,780.00",-30,-1.66,"1,830.00","1,830.00","1,775.50",97,"1,810.00",,71,GLBSL,21.47,"1,830.00","1,830.00","1,775.50","1,780.00","1,780.00",0,0,"1,786.24",97,"1,810.00","173,265.70",5,-30,54.5,-1.66,3.07,-0.35,"1,843.50","1,897.04","2,440.00","1,705.20",
,,72,GLH,257.1,-1.9,-0.73,263,263.9,257,"38,705.00",259,,72,GLH,44.72,263,263.9,257,257.1,257.1,0,0,260.02,"38,705.00",259,"10,064,014.10",186,-1.9,6.9,-0.73,2.68,-1.14,269.46,264.5,328.2,227.4,
,,73,GMFBS,"1,230.00",15,1.23,"1,249.00","1,249.00","1,190.20",844,"1,215.00",,73,GMFBS,44.77,"1,249.00","1,249.00","1,190.20","1,230.00","1,230.00",0,0,"1,203.55",844,"1,215.00","1,015,799.40",27,15,58.8,1.23,4.94,2.15,"1,336.04","1,401.02","1,740.00","1,130.50",
,,74,GMFIL,472.5,2.5,0.53,470,476.6,465,"10,160.00",470,,74,GMFIL,38.94,470,476.6,465,472.5,472.5,0,0,466.91,"10,160.00",470,"4,743,841.50",67,2.5,11.6,0.53,2.49,1.18,473.93,471.47,540,393.1,
,,75,GMLI,"1,145.00",-4,-0.35,"1,177.00","1,177.00","1,132.30","3,513.00","1,149.00",,75,GMLI,28.25,"1,177.00","1,177.00","1,132.30","1,145.00","1,145.00",0,0,"1,142.62","3,513.00","1,149.00","4,014,013.40",58,-4,44.7,-0.35,3.95,0.21,"1,435.02","1,556.80","2,200.00","1,114.00",
,,76,GRDBL,"1,100.30",28.3,2.64,"1,051.00","1,121.00","1,051.00","70,991.00","1,072.00",,76,GRDBL,43.55,"1,051.00","1,121.00","1,051.00","1,100.30","1,100.30",0,0,"1,102.01","70,991.00","1,072.00","78,233,136.40",344,28.3,70,2.64,6.66,-0.16,"1,079.30","1,094.55","1,398.70",949,
,,77,GSY,9.92,0.27,2.8,9.56,9.92,9.56,"3,350.00",9.65,,77,GSY,29.94,9.56,9.92,9.56,9.92,9.92,0,0,9.65,"3,350.00",9.65,"32,337.00",20,0.27,0.36,2.8,3.77,2.69,9.85,9.59,10.46,8.7,
,,78,GUFL,574,2,0.35,577,584.2,571,"19,694.00",572,,78,GUFL,27.37,577,584.2,571,574,574,0,0,575.71,"19,694.00",572,"11,337,991.80",133,2,13.2,0.35,2.31,-0.3,552.31,541.35,644,460.6,
,,79,GVL,483.4,-3.6,-0.74,487,492,483,"14,857.00",487,,79,GVL,28.57,487,492,483,483.4,483.4,0,0,485.97,"14,857.00",487,"7,220,066.50",81,-3.6,9,-0.74,1.86,-0.53,491.14,500.87,617,461,
,,80,H8020,11.7,0.07,0.6,11.62,11.7,11.62,400,11.63,,80,H8020,25.21,11.62,11.7,11.62,11.7,11.7,0,0,11.67,400,11.63,"4,668.00",4,0.07,0.08,0.6,0.69,0.26,11.75,11.44,12.56,10,
,,81,HATHY,705,-9,-1.26,701,722,697,"5,364.00",714,,81,HATHY,21.59,701,722,697,705,705,0,0,703.68,"5,364.00",714,"3,774,543.80",91,-9,25,-1.26,3.59,0.19,826.24,856.7,"1,318.00",660,
,,82,HBL,202.9,0.9,0.45,192.5,206,192.5,"86,099.00",202,,82,HBL,37.68,192.5,206,192.5,202.9,202.9,0,0,203.26,"86,099.00",202,"17,500,890.40","1,001",0.9,13.5,0.45,7.01,-0.18,202.12,198.6,239.8,184,
,,83,HBLD83,"1,007.20",-5.9,-0.58,"1,005.00","1,007.20","1,005.00",65,"1,013.10",,83,HBLD83,29.33,"1,005.00","1,007.20","1,005.00","1,007.20","1,007.20",0,0,"1,006.35",65,"1,013.10","65,413.00",2,-5.9,2.2,-0.58,0.22,0.08,"1,046.19","1,047.25","1,111.00","1,000.00",
,,84,HDHPC,212.5,-1.2,-0.56,210.1,217,210.1,"99,278.00",213.7,,84,HDHPC,25.7,210.1,217,210.1,212.5,212.5,0,0,214.09,"99,278.00",213.7,"21,254,053.70",236,-1.2,6.9,-0.56,3.28,-0.75,220.22,206.85,274,162,
,,85,HDL,"1,171.00",7,0.6,"1,170.00","1,175.30","1,165.00","33,432.00","1,164.00",,85,HDL,38.34,"1,170.00","1,175.30","1,165.00","1,171.00","1,171.00",0,0,"1,170.95","33,432.00","1,164.00","39,147,261.90",297,7,10.3,0.6,0.88,0,"1,162.85","1,166.41","1,489.00","1,097.60",
,,86,HEI,540,1,0.19,552,552,535.8,"6,507.00",539,,86,HEI,27.56,552,552,535.8,540,540,0,0,537.73,"6,507.00",539,"3,498,989.00",30,1,16.2,0.19,3.02,0.42,532.8,522.23,610,458,
,,87,HEIP,338,-2,-0.59,332,338,329.8,694,340,,87,HEIP,24.44,332,338,329.8,338,338,0,0,331.24,694,340,"229,877.20",6,-2,8.2,-0.59,2.49,2,326.73,327.49,386,293.1,
,,88,HFIN,725,5,0.69,715,738,715,"22,860.00",720,,88,HFIN,37.18,715,738,715,725,725,0,0,726.08,"22,860.00",720,"16,598,258.60",579,5,23,0.69,3.22,-0.15,0,0,"1,450.60",101.7,
,,89,HHL,337.5,-2.5,-0.74,340,345,336,"9,114.00",340,,89,HHL,22.41,340,345,336,337.5,337.5,0,0,338.13,"9,114.00",340,"3,081,762.10",61,-2.5,9,-0.74,2.68,-0.19,358.4,350.2,416.6,309,
,,90,HIDCL,259.2,0.4,0.15,271.7,271.7,258,"37,351.00",258.8,,90,HIDCL,25.65,271.7,271.7,258,259.2,259.2,0,0,258.85,"37,351.00",258.8,"9,668,125.70",193,0.4,13.7,0.15,5.31,0.14,267.9,267.13,307,245,
,,91,HIDCLP,191.9,-0.9,-0.47,193.9,195,190.1,"63,867.00",192.8,,91,HIDCLP,25.02,193.9,195,190.1,191.9,191.9,0,0,191.66,"63,867.00",192.8,"12,240,529.30",140,-0.9,4.9,-0.47,2.58,0.13,200.68,195.28,230.6,174.4,
,,92,HIMSTAR,738.7,-1.3,-0.18,760.5,760.5,726.2,"2,599.00",740,,92,HIMSTAR,35.16,760.5,760.5,726.2,738.7,738.7,0,0,731.79,"2,599.00",740,"1,901,922.00",62,-1.3,34.3,-0.18,4.72,0.94,877.27,869.55,"1,264.00",252.2,
,,93,HLBSL,894,12.1,1.37,900,900,888.2,"2,098.00",881.9,,93,HLBSL,39.69,900,900,888.2,894,894,0,0,892.52,"2,098.00",881.9,"1,872,508.30",43,12.1,11.8,1.37,1.33,0.17,902.55,906.69,"1,075.00",830,
,,94,HLI,324,-1,-0.31,325,329.9,321.3,"27,460.00",325,,94,HLI,35.2,325,329.9,321.3,324,324,0,0,324.72,"27,460.00",325,"8,916,723.10",225,-1,8.6,-0.31,2.68,-0.22,349.56,357.99,429.8,313.1,
,,95,HLICF,8.51,-0.04,-0.47,8.43,8.51,8.43,"2,083.00",8.55,,95,HLICF,32.62,8.43,8.51,8.43,8.51,8.51,0,0,8.44,"2,083.00",8.55,"17,584.69",12,-0.04,0.08,-0.47,0.95,0.8,9.13,0,10.55,8.25,
,,96,HPPL,377,-6,-1.57,384,385,376,"84,917.00",383,,96,HPPL,27.78,384,385,376,377,377,0,0,381.2,"84,917.00",383,"32,370,486.70",336,-6,9,-1.57,2.39,-1.11,404.27,428.61,605,340.1,
,,97,HRL,595,-8,-1.33,605,609.9,595,"62,706.00",603,,97,HRL,25.09,605,609.9,595,595,595,0,0,599.71,"62,706.00",603,"37,605,228.90",611,-8,14.9,-1.33,2.5,-0.79,708.91,750.94,"1,105.00",545,
