,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,,S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low,
,,197,NIL,606,-3,-0.49,609,609,604,"11,369.00",609,,197,NIL,-,609,609,604,606,606,0,0,606.93,"11,369.00",609,"6,900,177.00",59,-3,5,-0.49,0.83,-0.15,627.16,624.45,725,562,
,,198,NIMB,188.9,-5,-2.58,192,192,185.3,"370,510.00",193.9,,198,NIMB,-,192,192,185.3,188.9,188.9,0,0,188.96,"370,510.00",193.9,"70,012,557.40",903,-5,6.7,-2.58,3.62,-0.03,200.16,197.78,232.5,183.3,
,,199,NIMBPO,139.1,-4.8,-3.34,140.2,141.9,139,"9,506.00",143.9,,199,NIMBPO,-,140.2,141.9,139,139.1,139.1,0,0,139.96,"9,506.00",143.9,"1,330,466.10",21,-4.8,2.9,-3.34,2.09,-0.62,152.06,154.05,174.9,139,
,,200,NLG,563.9,-1.1,-0.19,565,571,558,"2,939.00",565,,200,NLG,-,565,571,558,563.9,563.9,0,0,561.86,"2,939.00",565,"1,651,302.20",38,-1.1,13,-0.19,2.33,0.36,616.94,641.12,867,546,
,,201,NLIC,727,-4.9,-0.67,731.9,731.9,725.5,"18,615.00",731.9,,201,NLIC,-,731.9,731.9,725.5,727,727,0,0,726.85,"18,615.00",731.9,"13,530,221.10",252,-4.9,6.4,-0.67,0.88,0.02,767.62,776.43,872,702,
,,202,NLICL,576,1,0.17,580,609,566.5,"64,587.00",575,,202,NLICL,-,580,609,566.5,576,576,0,0,602.06,"64,587.00",575,"38,884,979.80",52,1,42.5,0.17,7.5,-4.52,585.96,590.6,644,539,
,,203,NMB,240,-2.8,-1.15,254,254,238,"112,321.00",242.8,,203,NMB,-,254,254,238,240,240,0,0,240.23,"112,321.00",242.8,"26,983,067.00",260,-2.8,16,-1.15,6.72,-0.1,245.07,244.18,278,230,
,,204,NMB50,10,-0.37,-3.57,10.35,10.35,10,"303,727.00",10.37,,204,NMB50,-,10.35,10.35,10,10,10,0,0,10.02,"303,727.00",10.37,"3,042,747.40",33,-0.37,0.35,-3.57,3.5,-0.18,10.48,10.39,11.62,9.75,
,,205,NMBD87/88,"1,117.60",32.5,3,"1,117.60","1,117.60","1,117.60",50,"1,085.10",,205,NMBD87/88,-,"1,117.60","1,117.60","1,117.60","1,117.60","1,117.60",0,0,"1,117.60",50,"1,085.10","55,880.00",1,32.5,0,3,0,0,"1,084.86","1,060.92","1,249.00","1,040.00",
,,206,NMBHF2,9.75,0.1,1.04,9.83,9.84,9.65,"59,956.00",9.65,,206,NMBHF2,-,9.83,9.84,9.65,9.75,9.75,0,0,9.78,"59,956.00",9.65,"586,513.77",19,0.1,0.19,1.04,1.97,-0.33,9.69,9.52,10.2,8.57,
,,207,NMBMF,600,-9.9,-1.62,600,604.9,596.1,"1,194.00",609.9,,207,NMBMF,-,600,604.9,596.1,600,600,0,0,599.15,"1,194.00",609.9,"715,389.90",23,-9.9,8.8,-1.62,1.48,0.14,644.91,659.45,750,582,
,,208,NMFBS,"1,128.50",-6.5,-0.57,"1,135.00","1,140.00","1,128.10","3,849.00","1,135.00",,208,NMFBS,-,"1,135.00","1,140.00","1,128.10","1,128.50","1,128.50",0,0,"1,133.12","3,849.00","1,135.00","4,361,397.70",48,-6.5,11.9,-0.57,1.05,-0.41,"1,132.76","1,163.51","1,370.00","1,051.90",
,,209,NMIC,890,-10,-1.11,941.1,941.1,884,"2,990.00",900,,209,NMIC,-,941.1,941.1,884,890,890,0,0,898.39,"2,990.00",900,"2,686,189.00",92,-10,57.1,-1.11,6.46,-0.94,"1,081.76","1,151.27","1,525.00",860,
,,210,NMLBBL,502,-10,-1.95,520,520,501.1,"7,815.00",512,,210,NMLBBL,-,520,520,501.1,502,502,0,0,505.31,"7,815.00",512,"3,949,000.30",89,-10,18.9,-1.95,3.77,-0.66,588.55,607.54,718,494.7,
,,211,NRIC,912,-6,-0.65,916.4,929.7,904.1,"15,801.00",918,,211,NRIC,-,916.4,929.7,904.1,912,912,0,0,912.19,"15,801.00",918,"14,413,518.10",221,-6,25.6,-0.65,2.83,-0.02,"1,020.68","1,110.93","1,842.00",865,
,,212,NRM,304,2,0.66,300,304,299.5,"8,186.00",302,,212,NRM,-,300,304,299.5,304,304,0,0,300.52,"8,186.00",302,"2,460,022.30",89,2,4.5,0.66,1.5,1.15,372.42,391.44,590,295.1,
,,213,NRN,"1,385.00",-5,-0.36,"1,390.00","1,390.00","1,379.00","37,467.00","1,390.00",,213,NRN,-,"1,390.00","1,390.00","1,379.00","1,385.00","1,385.00",0,0,"1,383.27","37,467.00","1,390.00","51,827,095.90",282,-5,11,-0.36,0.8,0.12,"1,456.68","1,485.39","2,280.00","1,280.00",
,,214,NSIF2,10.98,0.31,2.91,10.67,11.07,10.65,"433,583.00",10.67,,214,NSIF2,-,10.67,11.07,10.65,10.98,10.98,0,0,10.97,"433,583.00",10.67,"4,756,980.96",26,0.31,0.42,2.91,3.94,0.08,10.76,10.62,11.48,9.75,
,,215,NSY,9.17,-0.03,-0.33,9.17,9.45,9.16,"4,700.00",9.2,,215,NSY,-,9.17,9.45,9.16,9.17,9.17,0,0,9.27,"4,700.00",9.2,"43,561.00",25,-0.03,0.29,-0.33,3.17,-1.07,0,0,10.19,8.93,
,,216,NTC,895,12,1.36,893,901,870,"28,242.00",883,,216,NTC,-,893,901,870,895,895,0,0,888.4,"28,242.00",883,"25,090,055.50",314,12,31,1.36,3.56,0.74,868.71,867.5,942.5,762.5,
,,217,NUBL,600,-2,-0.33,599,602.5,599,"2,656.00",602,,217,NUBL,-,599,602.5,599,600,600,0,0,599.33,"2,656.00",602,"1,591,831.70",19,-2,3.5,-0.33,0.58,0.11,659.85,684.18,815,582.2,
,,218,NWCL,687,-3,-0.43,680.2,700,670.1,"3,194.00",690,,218,NWCL,-,680.2,700,670.1,687,687,0,0,678.05,"3,194.00",690,"2,165,691.60",66,-3,29.9,-0.43,4.46,1.3,789.75,809.09,"1,045.00",670.1,
,,219,NYADI,362.2,-2.8,-0.77,365,366,361.3,"3,607.00",365,,219,NYADI,-,365,366,361.3,362.2,362.2,0,0,363.31,"3,607.00",365,"1,310,467.50",37,-2.8,4.7,-0.77,1.3,-0.31,394.33,394.76,482,341,
,,220,OHL,650,-19,-2.84,656,662,650,"3,291.00",669,,220,OHL,-,656,662,650,650,650,0,0,654.48,"3,291.00",669,"2,153,908.20",43,-19,12,-2.84,1.85,-0.69,699.41,702.34,916,633.1,
,,221,OMPL,896,-12,-1.32,900,905,892,"1,844.00",908,,221,OMPL,-,900,905,892,896,896,0,0,899.77,"1,844.00",908,"1,659,173.80",54,-12,13,-1.32,1.46,-0.42,"1,134.01","1,187.31","1,575.90",848,
,,222,PBD85,"1,100.00",8.2,0.75,"1,100.00","1,100.00","1,100.00",50,"1,091.80",,222,PBD85,-,"1,100.00","1,100.00","1,100.00","1,100.00","1,100.00",0,0,"1,100.00",50,"1,091.80","55,000.00",1,8.2,0,0.75,0,0,"1,073.83","1,064.79","1,150.00","1,034.10",
,,223,PBD88,"1,200.00",30,2.56,"1,165.00","1,200.00","1,165.00",90,"1,170.00",,223,PBD88,-,"1,165.00","1,200.00","1,165.00","1,200.00","1,200.00",0,0,"1,188.61",90,"1,170.00","106,975.00",4,30,35,2.56,3,0.95,"1,209.21","1,200.73","1,284.00","1,101.00",
,,224,PCBL,244.6,2.7,1.12,243.3,244.6,239,"80,028.00",241.9,,224,PCBL,-,243.3,244.6,239,244.6,244.6,0,0,241.56,"80,028.00",241.9,"19,331,768.10",157,2.7,5.6,1.12,2.34,1.24,241.62,243.08,275.9,225,
,,225,PCIL,632,-7,-1.1,639,639,625,"20,764.00",639,,225,PCIL,-,639,639,625,632,632,0,0,628.42,"20,764.00",639,"13,048,584.80",652,-7,14,-1.1,2.24,0.57,0,0,"1,280.00",300,
,,226,PHCL,301,-1.4,-0.46,302.4,304,300.1,"53,829.00",302.4,,226,PHCL,-,302.4,304,300.1,301,301,0,0,302.03,"53,829.00",302.4,"16,258,043.50",268,-1.4,3.9,-0.46,1.3,-0.34,307.96,299.74,497.6,249.7,
,,227,PMHPL,312,-4,-1.27,308.1,316,307.1,"3,138.00",316,,227,PMHPL,-,308.1,316,307.1,312,312,0,0,310.31,"3,138.00",316,"973,750.10",32,-4,8.9,-1.27,2.9,0.54,342.38,338.3,468,287,
,,228,PMLI,428.5,-2.6,-0.6,421,441,421,"4,599.00",431.1,,228,PMLI,-,421,441,421,428.5,428.5,0,0,428.64,"4,599.00",431.1,"1,971,322.60",89,-2.6,20,-0.6,4.75,-0.03,468.91,479.36,543.6,421,
,,229,PPCL,338.3,3.4,1.02,332.1,340,332.1,"4,043.00",334.9,,229,PPCL,-,332.1,340,332.1,338.3,338.3,0,0,334.54,"4,043.00",334.9,"1,352,531.40",35,3.4,7.9,1.02,2.38,1.11,374.96,366.48,462,284.1,
,,230,PPL,320.3,-4.7,-1.45,309,325,309,"17,177.00",325,,230,PPL,-,309,325,309,320.3,320.3,0,0,318.82,"17,177.00",325,"5,476,428.00",125,-4.7,16,-1.45,5.18,0.46,355.41,351.27,425,263.2,
,,231,PRIN,658.1,-3.9,-0.59,663,665,658.1,971,662,,231,PRIN,-,663,665,658.1,658.1,658.1,0,0,660.96,971,662,"641,794.00",27,-3.9,6.9,-0.59,1.05,-0.43,693.34,692.54,796,630,
,,232,PROFL,414,-4.5,-1.08,424,424,408,"8,777.00",418.5,,232,PROFL,-,424,424,408,414,414,0,0,411.67,"8,777.00",418.5,"3,613,262.80",73,-4.5,16,-1.08,3.92,0.56,449.75,454.62,522,408,
,,233,PRSF,12.75,0.03,0.24,12.75,12.9,12.73,"236,720.00",12.72,,233,PRSF,-,12.75,12.9,12.73,12.75,12.75,0,0,12.86,"236,720.00",12.72,"3,044,878.00",11,0.03,0.17,0.24,1.34,-0.88,12.55,11.95,13.61,9.85,
,,234,PRVU,183.8,-3.2,-1.71,185,185.1,183.8,"222,553.00",187,,234,PRVU,-,185,185.1,183.8,183.8,183.8,0,0,184.25,"222,553.00",187,"41,006,282.10",929,-3.2,1.3,-1.71,0.71,-0.25,198.53,194.51,235.6,179.9,
,,235,PSF,12.05,0.04,0.33,12,12.25,12,"23,830.00",12.01,,235,PSF,-,12,12.25,12,12.05,12.05,0,0,12.1,"23,830.00",12.01,"288,338.30",21,0.04,0.25,0.33,2.08,-0.41,11.94,11.52,13,9.91,
,,236,PURE,827.5,8.5,1.04,815,839.9,815,"3,945.00",819,,236,PURE,-,815,839.9,815,827.5,827.5,0,0,828.95,"3,945.00",819,"3,270,212.70",88,8.5,24.9,1.04,3.06,-0.18,908.33,932.51,"1,262.00",706.2,
,,237,RADHI,717,-7,-0.97,700,729.1,700,"58,828.00",724,,237,RADHI,-,700,729.1,700,717,717,0,0,717.84,"58,828.00",724,"42,229,339.20",101,-7,29.1,-0.97,4.16,-0.12,778.74,777.47,940,618.8,
,,238,RAWA,426,-2.2,-0.51,427,430,424,"10,081.00",428.2,,238,RAWA,-,427,430,424,426,426,0,0,425.42,"10,081.00",428.2,"4,288,696.20",74,-2.2,6,-0.51,1.42,0.14,568.43,622.76,851.7,399,
,,239,RBBF40,9.01,0,0,8.97,9.01,8.97,"1,350.00",9.01,,239,RBBF40,-,8.97,9.01,8.97,9.01,9.01,0,0,9,"1,350.00",9.01,"12,151.00",6,0,0.04,0,0.45,0.1,9.42,0,10.36,8.93,
,,240,RBCL,"14,100.00",-50,-0.35,"14,050.00","14,100.00","14,000.00",70,"14,150.00",,240,RBCL,-,"14,050.00","14,100.00","14,000.00","14,100.00","14,100.00",0,0,"14,024.17",70,"14,150.00","981,692.00",7,-50,100,-0.35,0.71,0.54,"14,965.47","14,956.22","16,261.00","14,000.00",
,,241,RFPL,334.9,-4.3,-1.27,330,343.5,330,"13,480.00",339.2,,241,RFPL,-,330,343.5,330,334.9,334.9,0,0,336.22,"13,480.00",339.2,"4,532,219.20",118,-4.3,13.5,-1.27,4.09,-0.39,369.31,373.82,464.2,306,#REF!
,,242,RHGCL,257.9,-8.8,-3.3,262.7,265.7,255,"15,911.00",266.7,,242,RHGCL,-,262.7,265.7,255,257.9,257.9,0,0,257.42,"15,911.00",266.7,"4,095,764.30",116,-8.8,10.7,-3.3,4.2,0.19,285.65,278.74,353,217.2,
,,243,RHPL,253.5,-2,-0.78,255,255,252.6,"8,723.00",255.5,,243,RHPL,-,255,255,252.6,253.5,253.5,0,0,252.99,"8,723.00",255.5,"2,206,804.30",78,-2,2.4,-0.78,0.95,0.2,277.75,277.16,350,244.4,
,,244,RIDI,361.6,-6.3,-1.71,349.6,375,349.6,"450,230.00",367.9,,244,RIDI,-,349.6,375,349.6,361.6,361.6,0,0,364.57,"450,230.00",367.9,"164,140,933.20",756,-6.3,25.4,-1.71,7.27,-0.82,349.75,311.74,415,203.5,
,,245,RLEL,899.7,9.7,1.09,870,899.7,870,"4,660.00",890,,245,RLEL,-,870,899.7,870,899.7,899.7,0,0,883.01,"4,660.00",890,"4,114,818.60",170,9.7,29.7,1.09,3.41,1.86,0,0,"1,592.30",300,
,,246,RLFL,442,-7,-1.56,455,455,441.8,"13,135.00",449,,246,RLFL,-,455,455,441.8,442,442,0,0,444.25,"13,135.00",449,"5,835,237.10",66,-7,13.2,-1.56,2.99,-0.51,459.1,451.76,514.9,398,
,,247,RMF1,10,0.4,4.17,9.5,10.05,9.5,"91,585.00",9.6,,247,RMF1,-,9.5,10.05,9.5,10,10,0,0,9.98,"91,585.00",9.6,"913,720.80",20,0.4,0.55,4.17,5.79,0.23,9.8,9.61,11.4,8.65,
,,248,RMF2,10.1,0,0,10.1,10.1,10.1,100,10.1,,248,RMF2,-,10.1,10.1,10.1,10.1,10.1,0,0,10.1,100,10.1,"1,010.00",1,0,0,0,0,0,10.07,9.81,10.71,8.78,
,,249,RNLI,426.2,-0.8,-0.19,428,428,423.1,"13,204.00",427,,249,RNLI,-,428,428,423.1,426.2,426.2,0,0,426.65,"13,204.00",427,"5,633,473.20",204,-0.8,4.9,-0.19,1.16,-0.11,461.11,465.97,520.2,416,
,,250,RSDC,632,0,0,640,640,627.1,"2,044.00",632,,250,RSDC,-,640,640,627.1,632,632,0,0,630.62,"2,044.00",632,"1,288,992.30",32,0,12.9,0,2.06,0.22,667.34,659.73,763,578.7,
,,251,RSML,"2,841.60",285.6,11.17,"2,570.00","2,890.00","2,290.10","523,651.00","2,556.00",,251,RSML,-,"2,570.00","2,890.00","2,290.10","2,841.60","2,841.60",0,0,"2,647.44","523,651.00","2,556.00","1,386,334,565.00","2,404",285.6,599.9,11.17,26.2,6.83,"2,986.04",0,"5,049.00",300,
,,252,RSY,10.45,-0.05,-0.48,10.36,10.5,10.36,"180,769.00",10.5,,252,RSY,-,10.36,10.5,10.36,10.45,10.45,0,0,10.49,"180,769.00",10.5,"1,896,962.05",20,-0.05,0.14,-0.48,1.35,-0.42,10.2,9.93,10.7,8.63,
,,253,RSY2,9,-0.08,-0.88,9,9.25,8.75,"46,730.00",9.08,,253,RSY2,-,9,9.25,8.75,9,9,0,0,9,"46,730.00",9.08,"420,627.10",51,-0.08,0.5,-0.88,5.71,-0.01,0,0,10,8.5,
,,254,RURU,610,-0.6,-0.1,611,611,607.2,"5,324.00",610.6,,254,RURU,-,611,611,607.2,610,610,0,0,609.11,"5,324.00",610.6,"3,242,924.20",35,-0.6,3.8,-0.1,0.63,0.15,650.27,668.79,830,591,
,,255,SABBL,924.9,-5.1,-0.55,900,935,900,"17,985.00",930,,255,SABBL,-,900,935,900,924.9,924.9,0,0,924.93,"17,985.00",930,"16,634,945.10",262,-5.1,35,-0.55,3.89,0,"1,141.30",0,"2,000.00",300,
,,256,SADBL,410.9,-2.6,-0.63,408.1,411.8,403.4,"9,857.00",413.5,,256,SADBL,-,408.1,411.8,403.4,410.9,410.9,0,0,407.83,"9,857.00",413.5,"4,019,937.30",41,-2.6,8.4,-0.63,2.08,0.75,417.82,413.18,463,376,
,,257,SAEF2,9.09,-0.04,-0.44,9.1,9.4,8.92,"6,120.00",9.13,,257,SAEF2,-,9.1,9.4,8.92,9.09,9.09,0,0,9.13,"6,120.00",9.13,"55,847.50",48,-0.04,0.48,-0.44,5.38,-0.39,0,0,10,8.76,
,,258,SAGAR,"1,610.00",-43,-2.6,"1,653.00","1,653.00","1,609.00","9,038.00","1,653.00",,258,SAGAR,-,"1,653.00","1,653.00","1,609.00","1,610.00","1,610.00",0,0,"1,618.68","9,038.00","1,653.00","14,629,622.80",136,-43,44,-2.6,2.73,-0.54,"1,764.34","1,757.32","2,439.00",319.5,
,,259,SAGF,9.92,-0.08,-0.8,9.9,9.92,9.9,200,10,,259,SAGF,-,9.9,9.92,9.9,9.92,9.92,0,0,9.91,200,10,"1,982.00",2,-0.08,0.02,-0.8,0.2,0.1,10.13,9.96,11.31,8.79,
,,260,SAHAS,684,7,1.03,676,684,674,"113,498.00",677,,260,SAHAS,-,676,684,674,684,684,0,0,680.12,"113,498.00",677,"77,192,442.70",524,7,10,1.03,1.48,0.57,638.75,614.57,716.6,535.3,
,,261,SAIL,"1,075.00",-24,-2.18,"1,100.00","1,105.00","1,066.00","18,257.00","1,099.00",,261,SAIL,-,"1,100.00","1,105.00","1,066.00","1,075.00","1,075.00",0,0,"1,075.77","18,257.00","1,099.00","19,640,345.10",283,-24,39,-2.18,3.66,-0.07,"1,145.33",0,"1,690.00",301.7,
,,262,SALICO,588,0,0,588,588,582.3,"11,409.00",588,,262,SALICO,-,588,588,582.3,588,588,0,0,586.22,"11,409.00",588,"6,688,196.40",24,0,5.7,0,0.98,0.3,605.45,604.02,712,570,
,,263,SANIMA,370,0,0,370,371,368.4,"85,099.00",370,,263,SANIMA,-,370,371,368.4,370,370,0,0,369.97,"85,099.00",370,"31,484,036.90",228,0,2.6,0,0.71,0.01,356.94,344.98,390.6,295,
,,264,SANVI,614,27,4.6,587,614,585,"17,410.00",587,,264,SANVI,-,587,614,585,614,614,0,0,600.84,"17,410.00",587,"10,460,587.60",253,27,29,4.6,4.96,2.14,700.52,713.28,"1,060.00",536,
,,265,SAPDBL,782,-5.8,-0.74,773,790,765,"25,645.00",787.8,,265,SAPDBL,-,773,790,765,782,782,0,0,776.81,"25,645.00",787.8,"19,921,335.70",164,-5.8,25,-0.74,3.27,0.66,831.31,834.02,"1,065.70",686,
,,266,SAPIL,456.2,59.5,15,404.2,456.2,404.2,160,396.7,,266,SAPIL,-,404.2,456.2,404.2,456.2,456.2,0,0,444.48,160,396.7,"71,116.00",16,59.5,52,15,12.86,2.57,0,0,456.2,300,
,,267,SARBTM,793,-1.9,-0.24,834.6,834.6,780,"5,300.00",794.9,,267,SARBTM,-,834.6,834.6,780,793,793,0,0,792.99,"5,300.00",794.9,"4,202,848.00",58,-1.9,54.6,-0.24,7,0,840.87,854.53,950.6,750,
,,268,SBCF,10.15,0.74,7.86,9.2,10.15,9.2,"62,232.00",9.41,,268,SBCF,-,9.2,10.15,9.2,10.15,10.15,0,0,9.68,"62,232.00",9.41,"602,314.44",22,0.74,0.95,7.86,10.33,4.64,9.74,9.55,11.16,8.82,
,,269,SBD87,"1,090.00",10,0.93,"1,090.00","1,090.00","1,090.00",25,"1,080.00",,269,SBD87,-,"1,090.00","1,090.00","1,090.00","1,090.00","1,090.00",0,0,"1,090.00",25,"1,080.00","27,250.00",1,10,0,0.93,0,0,"1,088.64","1,072.77","1,210.00","1,050.00",
,,270,SBI,399,-5.9,-1.46,404.9,404.9,398,"20,000.00",404.9,,270,SBI,-,404.9,404.9,398,399,399,0,0,401.94,"20,000.00",404.9,"8,038,802.20",50,-5.9,6.9,-1.46,1.73,-0.74,403.75,402.96,441,363,
,,271,SBL,409.2,-1.8,-0.44,414.9,414.9,408.1,"107,185.00",411,,271,SBL,-,414.9,414.9,408.1,409.2,409.2,0,0,409.92,"107,185.00",411,"43,937,163.70",169,-1.8,6.8,-0.44,1.67,-0.18,396.73,386.52,424.7,320.5,
,,272,SBLD89,"1,230.00",1.9,0.15,"1,226.00","1,230.00","1,226.00",125,"1,228.10",,272,SBLD89,-,"1,226.00","1,230.00","1,226.00","1,230.00","1,230.00",0,0,"1,229.20",125,"1,228.10","153,650.00",2,1.9,4,0.15,0.33,0.07,"1,233.82",0,"1,450.00","1,190.00",
,,273,SCB,649,-10.9,-1.65,659.9,659.9,644,"7,753.00",659.9,,273,SCB,-,659.9,659.9,644,649,649,0,0,648.6,"7,753.00",659.9,"5,028,595.60",78,-10.9,15.9,-1.65,2.47,0.06,652.13,646.26,712.6,594.9,
,,274,SDBD87,"1,155.00",-12.7,-1.09,"1,154.90","1,155.00","1,150.00",143,"1,167.70",,274,SDBD87,-,"1,154.90","1,155.00","1,150.00","1,155.00","1,155.00",0,0,"1,154.09",143,"1,167.70","165,035.00",4,-12.7,5,-1.09,0.43,0.08,"1,121.14","1,103.45","1,241.00","1,047.00",
,,275,SEF,10.23,0.18,1.79,9.76,10.3,9.76,"79,370.00",10.05,,275,SEF,-,9.76,10.3,9.76,10.23,10.23,0,0,10.2,"79,370.00",10.05,"809,943.50",23,0.18,0.54,1.79,5.53,0.25,10.01,9.81,11.53,8.6,
,,276,SEF2,9.1,-0.22,-2.36,9.05,9.32,9.05,"6,000.00",9.32,,276,SEF2,-,9.05,9.32,9.05,9.1,9.1,0,0,9.12,"6,000.00",9.32,"54,701.00",43,-0.22,0.27,-2.36,2.98,-0.18,0,0,10,8.75,
,,277,SFEF,9.85,-0.25,-2.48,9.85,9.85,9.85,100,10.1,,277,SFEF,-,9.85,9.85,9.85,9.85,9.85,0,0,9.85,100,10.1,985,1,-0.25,0,-2.48,0,0,10.05,9.85,10.65,8.82,
,,278,SFMF,10,-0.2,-1.96,10.05,10.05,10,"18,000.00",10.2,,278,SFMF,-,10.05,10.05,10,10,10,0,0,10,"18,000.00",10.2,"180,050.00",7,-0.2,0.05,-1.96,0.5,-0.03,10.37,10.23,11.13,9.4,
,,279,SGHC,300,1,0.33,301,303.8,299,"63,748.00",299,,279,SGHC,-,301,303.8,299,300,300,0,0,300.57,"63,748.00",299,"19,161,051.70",267,1,4.8,0.33,1.61,-0.19,367.71,379.96,487.6,296,
,,280,SGHL,537.6,19.4,3.74,518.2,544,515.3,"160,716.00",518.2,,280,SGHL,-,518.2,544,515.3,537.6,537.6,0,0,533.22,"160,716.00",518.2,"85,697,527.00","3,729",19.4,28.7,3.74,5.57,0.81,0,0,587,299.3,
,,281,SGIC,452,-1.9,-0.42,450.5,455,450.5,"7,202.00",453.9,,281,SGIC,-,450.5,455,450.5,452,452,0,0,452.95,"7,202.00",453.9,"3,262,167.00",72,-1.9,4.5,-0.42,1,-0.21,477.69,477.6,579.9,430,
,,282,SHEL,303.9,-2.1,-0.69,305,306,303.3,"47,317.00",306,,282,SHEL,-,305,306,303.3,303.9,303.9,0,0,304.55,"47,317.00",306,"14,410,570.40",141,-2.1,2.7,-0.69,0.89,-0.22,312.33,303.69,361,262,
,,283,SHINE,414,-0.9,-0.22,414,416,412,"19,043.00",414.9,,283,SHINE,-,414,416,412,414,414,0,0,414.61,"19,043.00",414.9,"7,895,389.20",80,-0.9,4,-0.22,0.97,-0.15,411.76,408.99,449.7,382,
,,284,SHIVM,629.7,-1.3,-0.21,599.5,645,599.5,"72,346.00",631,,284,SHIVM,-,599.5,645,599.5,629.7,629.7,0,0,632.72,"72,346.00",631,"45,774,557.20",273,-1.3,45.5,-0.21,7.59,-0.48,656.92,638.81,730,524,
,,285,SHL,505,0.6,0.12,503,505,501,"11,790.00",504.4,,285,SHL,-,503,505,501,505,505,0,0,503.52,"11,790.00",504.4,"5,936,505.60",45,0.6,4,0.12,0.8,0.29,500.79,499.79,579,464,
,,286,SHLB,"1,425.00",-3.6,-0.25,"1,400.00","1,425.00","1,390.00",353,"1,428.60",,286,SHLB,-,"1,400.00","1,425.00","1,390.00","1,425.00","1,425.00",0,0,"1,396.69",353,"1,428.60","493,030.00",13,-3.6,35,-0.25,2.52,1.99,"1,515.90","1,567.19","2,055.30","1,390.00",
,,287,SHPC,495,-0.1,-0.02,500,500,492.1,"17,984.00",495.1,,287,SHPC,-,500,500,492.1,495,495,0,0,494.03,"17,984.00",495.1,"8,884,589.80",73,-0.1,7.9,-0.02,1.61,0.2,518.79,522.75,588,475,
,,288,SICL,610.4,-2.6,-0.42,610.1,612,608,"7,555.00",613,,288,SICL,-,610.1,612,608,610.4,610.4,0,0,610.64,"7,555.00",613,"4,613,381.30",44,-2.6,4,-0.42,0.66,-0.04,628.61,630.97,757,588.8,
,,289,SIFC,506.9,-5.1,-1,510,510,505.2,"4,544.00",512,,289,SIFC,-,510,510,505.2,506.9,506.9,0,0,506.26,"4,544.00",512,"2,300,442.30",31,-5.1,4.8,-1,0.95,0.13,550.63,544.97,687.4,459,
,,290,SIGS2,11.02,0.32,2.99,10.7,11.02,10.7,"13,900.00",10.7,,290,SIGS2,-,10.7,11.02,10.7,11.02,11.02,0,0,10.95,"13,900.00",10.7,"152,154.00",5,0.32,0.32,2.99,2.99,0.67,10.28,10,11.7,8.9,
,,291,SIGS3,10.87,0.3,2.84,10.87,10.87,10.6,"10,338.00",10.57,,291,SIGS3,-,10.87,10.87,10.6,10.87,10.87,0,0,10.86,"10,338.00",10.57,"112,320.06",4,0.3,0.27,2.84,2.55,0.05,10.62,10.33,11.58,8.5,
,,292,SIKLES,560,-4.5,-0.8,536.3,576,536.3,"21,865.00",564.5,,292,SIKLES,-,536.3,576,536.3,560,560,0,0,563.17,"21,865.00",564.5,"12,313,778.70",66,-4.5,39.7,-0.8,7.4,-0.57,591.49,597.37,958,536.3,
,,293,SINDU,680,-4,-0.58,672.1,687.9,672,"10,870.00",684,,293,SINDU,-,672.1,687.9,672,680,680,0,0,675.59,"10,870.00",684,"7,343,644.70",78,-4,15.9,-0.58,2.37,0.65,736.34,739.96,919.9,608,
,,294,SIPD,658,-11,-1.64,669,670,653,"20,266.00",669,,294,SIPD,-,669,670,653,658,658,0,0,661.02,"20,266.00",669,"13,396,325.10",339,-11,17,-1.64,2.6,-0.46,0,0,"1,216.80",284.3,
,,295,SJCL,268.7,-1.2,-0.44,265,277,263,"5,558.00",269.9,,295,SJCL,-,265,277,263,268.7,268.7,0,0,269.46,"5,558.00",269.9,"1,497,667.10",75,-1.2,14,-0.44,5.32,-0.28,297.37,295.29,365,263,
,,296,SJLIC,412,-2.5,-0.6,413,413,408,"6,152.00",414.5,,296,SJLIC,-,413,413,408,412,412,0,0,409.01,"6,152.00",414.5,"2,516,237.50",92,-2.5,5,-0.6,1.23,0.73,433.07,439.53,489.9,390,
,,297,SKBBL,749.9,0.1,0.01,748,750,748,"11,109.00",749.8,,297,SKBBL,-,748,750,748,749.9,749.9,0,0,749.05,"11,109.00",749.8,"8,321,192.70",66,0.1,2,0.01,0.27,0.11,766.85,784.19,954.8,740,
,,298,SKHEL,970,-10,-1.02,980,989,960.1,"2,303.00",980,,298,SKHEL,-,980,989,960.1,970,970,0,0,963.49,"2,303.00",980,"2,218,907.30",68,-10,28.9,-1.02,3.01,0.67,0,0,"2,069.40",284.3,
,,299,SKHL,834.1,-35.9,-4.13,827,900,815,"51,563.00",870,,299,SKHL,-,827,900,815,834.1,834.1,0,0,834.1,"51,563.00",870,"43,008,729.50",599,-35.9,85,-4.13,10.43,0,0,0,"1,360.00",300,
